Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),N_RAD,BESCHLEUNIGUNG,LEISTUNG,DREHMOMENT
2345,1151,1697.5,36,18.431372,21.960785,86,0.78125,3.125,24,46.666668,49.019608,16.078432,31.764706,17.647058,0,102,0,53,24,560.099976,437.5,13.652,51.764706,0,8279,0,255,5.45986082648011,-0.277777777777779,0,0
2346,1151,1619.5,35,17.647058,17.647058,86,-1.5625,0,19,46.666668,49.019608,16.078432,31.764706,17.647058,0,102,0,53,8,560.099976,437.5,13.652,51.764706,0,8279,0,255,5.30819802574456,0,1550.10534908158,9.14078794919978
2347,1152,1619.5,35,17.647058,17.647058,86,-1.5625,0,19,45.098038,49.019608,16.078432,31.764706,17.647058,0,102,0,53,8,560.099976,437.5,13.652,0,0,8279,0,255,5.30819802574456,0,1550.10534908158,9.14078794919978
2348,1152,1619.5,35,17.647058,17.647058,86,-1.5625,0,19,45.098038,48.235294,16.078432,31.764706,16.470589,0,102,0,53,8,558.5,437,13.554,0,0,8279,0,255,5.30819802574456,0,1550.10534908158,9.14078794919978
2349,1152,1619.5,35,17.647058,17.647058,86,-1.5625,0,19,45.098038,48.235294,16.078432,31.764706,16.470589,0,102,0,53,8,558.5,437,13.554,0,0,8279,0,255,5.30819802574456,-0.555555555555555,0,0
2350,1152,786.5,33,16.470589,22.745098,86,-1.5625,4.6875,26,45.098038,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,558.5,437,13.554,0,0,8279,0,255,5.00487242427344,0,1425.39200228588,17.3076841981312
2351,1154,786.5,33,16.470589,22.745098,86,-1.5625,4.6875,26,40.784313,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,558.5,437,13.554,0,0,8279,0,255,5.00487242427344,0,1425.39200228588,17.3076841981312
2352,1154,786.5,33,16.470589,22.745098,86,-1.5625,4.6875,26,40.784313,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,557.099976,436.600006,13.632,0,0,8279,0,255,5.00487242427344,0,1425.39200228588,17.3076841981312
2353,1154,786.5,33,16.470589,25.09804,86,-1.5625,8.59375,26,40.784313,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,557.099976,436.600006,13.632,0,0,8279,0,255,5.00487242427344,-0.277777777777777,0,0
2354,1156,799,32,16.470589,25.09804,86,-1.5625,8.59375,27,40.784313,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,557.099976,436.600006,13.632,0,0,8279,0,255,4.85320962353788,0,1365.45083010974,16.3204698717747
2355,1156,799,32,16.470589,25.09804,86,-1.5625,8.59375,27,50.196079,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,554.400024,435.5,13.046,0,0,8279,0,255,4.85320962353788,0,1365.45083010974,16.3204698717747
2356,1156,799,32,16.470589,25.09804,86,-1.5625,8.59375,27,50.196079,51.372547,16.078432,31.764706,19.215687,0,102,0,53,0,554.400024,435.5,13.046,0,0,8279,0,255,4.85320962353788,-0.833333333333334,0,0
2357,1156,1000.75,29,19.215687,36.470589,86,-1.5625,3.90625,37,50.196079,51.372547,16.078432,31.764706,19.215687,0,102,0,53,0,554.400024,435.5,13.046,0,0,8279,0,255,4.3982212213312,0,1194.70959817494,11.4009259680946
2358,1158,1000.75,29,19.215687,36.470589,86,-1.5625,3.90625,37,47.058823,51.372547,16.078432,31.764706,19.215687,0,102,0,53,0,554.400024,435.5,13.046,0,0,8279,0,255,4.3982212213312,0,1194.70959817494,11.4009259680946
2359,1158,1000.75,29,19.215687,36.470589,86,-1.5625,3.90625,37,47.058823,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,551.900024,434.200012,13.554,0,0,8279,0,255,4.3982212213312,0,1194.70959817494,11.4009259680946
2360,1158,1000.75,29,19.215687,36.470589,86,-1.5625,3.90625,37,47.058823,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,551.900024,434.200012,13.554,0,0,8279,0,255,4.3982212213312,-0.833333333333333,0,0
2361,1158,959.25,26,16.470589,21.960785,86,-1.5625,0,23,47.058823,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,551.900024,434.200012,13.554,0,0,8279,0,255,3.94323281912453,0,1036.57728261746,10.3198468063557
2362,1160,959.25,26,16.470589,21.960785,86,-1.5625,0,23,58.431374,48.235294,16.078432,31.764706,16.470589,0,102,0,53,0,551.900024,434.200012,13.554,27.843138,0,8279,0,255,3.94323281912453,0,1036.57728261746,10.3198468063557
2363,1160,959.25,26,16.470589,21.960785,86,-1.5625,0,23,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,53,0,549.400024,432.799988,13.574,27.843138,0,8279,0,255,3.94323281912453,0,1036.57728261746,10.3198468063557
2364,1160,959.25,26,16.470589,26.666666,87,-1.5625,3.125,23,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,53,0,549.400024,432.799988,13.574,27.843138,0,8279,0,255,3.94323281912453,-1.66666666666667,0,0
2365,1161,755.25,20,16.078432,26.666666,87,-1.5625,3.125,28,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,54,-3,549.400024,432.799988,13.574,27.843138,0,8279,0,255,3.03325601471117,0,752.921917995542,9.52056182304856
2366,1161,755.25,20,16.078432,26.666666,87,-1.5625,3.125,28,53.333332,47.843136,16.078432,31.764706,16.078432,0,102,0,54,-3,548.200012,431.200012,13.398,28.627451,0,8279,0,255,3.03325601471117,0,752.921917995542,9.52056182304856
2367,1161,755.25,20,16.078432,26.666666,87,-1.5625,3.125,28,53.333332,47.843136,16.078432,31.764706,16.078432,0,102,0,54,-3,548.200012,431.200012,13.398,28.627451,0,8279,0,255,3.03325601471117,-1.38888888888889,0,0
2368,1161,750,15,16.078432,26.274509,87,-1.5625,0,28,53.333332,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,548.200012,431.200012,13.398,28.627451,0,8279,0,255,2.27494201103338,0,543.555802806713,6.92127722240548
2369,1163,750,15,16.078432,26.274509,87,-1.5625,0,28,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,548.200012,431.200012,13.398,28.235294,0,8279,0,255,2.27494201103338,0,543.555802806713,6.92127722240548
2370,1163,750,15,16.078432,26.274509,87,-1.5625,0,28,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,545.700012,430.299988,13.437,28.235294,0,8279,0,255,2.27494201103338,0,543.555802806713,6.92127722240548
2371,1163,750,15,16.078432,26.274509,87,-1.5625,0,28,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,545.700012,430.299988,13.437,28.235294,0,8279,0,255,2.27494201103338,-1.66666666666667,0,0
2372,1163,743.75,9,16.078432,26.274509,88,-1.5625,1.5625,27,54.117645,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,545.700012,430.299988,13.437,28.235294,0,8279,0,255,1.36496520662003,0,315.69851640625,4.05367506780462
2373,1165,743.75,9,16.078432,26.274509,88,-1.5625,1.5625,27,52.549019,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,545.700012,430.299988,13.437,28.627451,0,8279,0,255,1.36496520662003,0,315.69851640625,4.05367506780462
2374,1165,743.75,9,16.078432,26.274509,88,-1.5625,1.5625,27,52.549019,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,543.299988,428.600006,13.613,28.627451,0,8279,0,255,1.36496520662003,0,315.69851640625,4.05367506780462
2375,1165,743.75,9,16.078432,26.274509,88,-1.5625,2.34375,27,52.549019,47.843136,16.078432,31.764706,16.078432,0,102,0,54,2,543.299988,428.600006,13.613,28.627451,0,8279,0,255,1.36496520662003,-1.38888888888889,0,0
2376,1167,763.25,4,16.078432,26.274509,88,-1.5625,2.34375,27,52.549019,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-2,543.299988,428.600006,13.613,28.627451,0,8279,0,255,0.606651202942235,0,138.217017343964,1.72941043646886
2377,1167,763.25,4,16.078432,26.274509,88,-1.5625,2.34375,27,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-2,541,426.899994,13.613,28.627451,0,8279,0,255,0.606651202942235,0,138.217017343964,1.72941043646886
2378,1167,763.25,4,16.078432,26.274509,88,-1.5625,2.34375,27,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-2,541,426.899994,13.515,28.627451,0,8279,0,255,0.606651202942235,-0.277777777777778,0,0
2379,1167,752.25,3,16.078432,26.274509,88,-1.5625,1.5625,27,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-1,541,426.899994,13.515,28.627451,0,8279,0,255,0.454988402206676,0,103.493677922454,1.31387786528339
2380,1169,752.25,3,16.078432,26.274509,88,-1.5625,1.5625,27,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-1,541,426.899994,13.515,28.235294,0,8279,0,255,0.454988402206676,0,103.493677922454,1.31387786528339
2381,1169,752.25,3,16.078432,26.274509,88,-1.5625,1.5625,27,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-1,539.900024,425.100006,13.398,28.235294,0,8279,0,255,0.454988402206676,0,103.493677922454,1.31387786528339
2382,1169,752.25,3,16.078432,26.274509,88,-1.5625,1.5625,27,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-1,539.900024,425.100006,13.398,28.235294,0,8279,0,255,0.454988402206676,-0.833333333333333,0,0
2383,1169,765.5,0,16.078432,26.274509,88,-1.5625,0.78125,28,53.725491,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-2,539.900024,425.100006,13.398,28.235294,0,8279,0,255,0,0,0,0
2384,1170,765.5,0,16.078432,26.274509,88,-1.5625,0.78125,28,51.372547,47.843136,16.078432,31.764706,16.078432,0,102,0,55,-2,539.900024,425.100006,13.398,28.627451,0,8279,0,255,0,0,0,0
2385,1170,765.5,0,16.078432,26.274509,88,-1.5625,0.78125,28,51.372547,47.843136,26.666666,44.313725,20.784313,0,102,0,55,-2,537.599976,424.200012,13.613,28.627451,0,8279,0,255,0,0,0,0
2386,1170,765.5,0,16.078432,26.666666,89,-1.5625,2.34375,28,51.372547,47.843136,26.666666,44.313725,20.784313,0,102,0,55,-2,537.599976,424.200012,13.613,28.627451,0,8279,0,255,0,0,0,0
2387,1172,903,0,16.862745,26.666666,89,-1.5625,2.34375,31,51.372547,47.843136,26.666666,44.313725,20.784313,0,102,0,55,11,537.599976,424.200012,13.613,28.627451,0,8279,0,255,0,0,0,0
2388,1172,903,0,16.862745,26.666666,89,-1.5625,2.34375,31,52.156864,47.843136,26.666666,44.313725,20.784313,0,102,0,55,11,535.5,422.399994,13.613,30.588236,0,8279,0,255,0,0,0,0
2389,1172,903,0,16.862745,26.666666,89,-1.5625,2.34375,31,52.156864,52.156864,16.078432,31.764706,18.82353,0,102,0.392157,55,11,535.5,422.399994,12.929,30.588236,0,8279,0,255,0,0,0,0
2390,1172,750,0,16.862745,43.137257,89,-1.5625,-1.5625,40,52.156864,52.156864,16.078432,31.764706,18.82353,0,102,0.392157,55,-13,535.5,422.399994,12.929,30.588236,0,8279,0,255,0,0,0,0
2391,1174,750,0,16.862745,43.137257,89,-1.5625,-1.5625,40,52.156864,52.156864,16.078432,31.764706,18.82353,0,102,0.392157,55,-13,535.5,422.399994,12.929,92.15686,0,8279,0,255,0,0,0,0
2392,1174,750,0,16.862745,43.137257,89,-1.5625,-1.5625,40,51.764706,52.941177,24.705883,40.784313,18.82353,0,102,3.529412,55,-13,533.799988,420.600006,13.535,92.15686,0,8279,0,255,0,0,0,0
2393,1174,750,0,16.862745,43.137257,89,-1.5625,-1.5625,40,51.764706,52.941177,24.705883,40.784313,20.392157,0,102,3.529412,55,-13,533.799988,420.600006,13.535,92.15686,0,8279,0,255,0,2.5,0,0
2394,1174,1570.25,9,17.254902,29.411764,89,-1.5625,1.5625,23,51.764706,52.941177,24.705883,40.784313,20.392157,0,102,3.529412,54,21,533.799988,420.600006,13.535,92.15686,0,8279,0,255,1.36496520662003,0,315.69851640625,1.92002600329864
2395,1176,1570.25,9,17.254902,29.411764,89,-1.5625,1.5625,23,51.372547,52.941177,24.705883,40.784313,20.392157,0,102,3.529412,54,21,533.799988,420.600006,13.535,38.823528,0,8279,0,255,1.36496520662003,0,315.69851640625,1.92002600329864
2396,1176,1570.25,9,17.254902,29.411764,89,-1.5625,1.5625,23,51.372547,53.725491,24.705883,40.392159,20.392157,0,102,1.960784,54,21,533.099976,418.899994,13.457,38.823528,0,8279,0,255,1.36496520662003,0,315.69851640625,1.92002600329864
2397,1176,1570.25,9,17.254902,30.980392,89,-1.5625,-5.46875,23,51.372547,53.725491,24.705883,40.392159,20.392157,0,102,1.960784,54,21,533.099976,418.899994,13.457,38.823528,0,8279,0,255,1.36496520662003,0.555555555555555,3404.86518307292,20.707825186019
2398,1178,1020.25,11,16.078432,30.980392,89,-1.5625,-5.46875,26,51.372547,53.725491,24.705883,40.392159,20.392157,0,102,1.960784,54,11,533.099976,418.899994,13.457,38.823528,0,8279,0,255,1.66829080809115,0,389.396477399477,3.64492659560402
2399,1178,1020.25,11,16.078432,30.980392,89,-1.5625,-5.46875,26,45.882355,53.725491,24.705883,40.392159,20.392157,0,102,1.960784,54,11,531.5,417.899994,13.457,29.019608,0,8279,0,255,1.66829080809115,0,389.396477399477,3.64492659560402
2400,1178,1020.25,11,16.078432,30.980392,89,-1.5625,-5.46875,26,45.882355,49.411766,20,36.07843,17.254902,0,102,1.176471,54,11,531.5,417.899994,13.652,29.019608,0,8279,0,255,1.66829080809115,0.833333333333333,6052.8686996217,56.6575800846726
2401,1178,950.75,14,16.078432,21.960785,89,-1.5625,0,22,45.882355,49.411766,20,36.07843,17.254902,0,102,1.176471,54,14,531.5,417.899994,13.652,29.019608,0,8279,0,255,2.12327921029782,0,504.049770966221,5.06302951641063
2402,1179,950.75,14,16.078432,21.960785,89,-1.5625,0,22,45.882355,49.411766,20,36.07843,17.254902,0,102,1.176471,54,14,531.5,417.899994,13.652,29.019608,0,8279,0,255,2.12327921029782,0,504.049770966221,5.06302951641063
2403,1179,950.75,14,16.078432,21.960785,89,-1.5625,0,22,47.450981,50.588234,21.568628,36.07843,17.254902,0,102,2.352941,54,14,529.700012,416,13.339,41.960785,0,8279,0,255,2.12327921029782,0,504.049770966221,5.06302951641063
2404,1179,950.75,14,16.078432,21.960785,89,-1.5625,0,22,47.450981,50.588234,21.568628,37.64706,18.431372,0,102,2.352941,54,14,529.700012,416,13.339,41.960785,0,8279,0,255,2.12327921029782,0.277777777777778,2906.73495615141,29.1972851235824
2405,1179,1018.75,15,16.078432,29.411764,88,0,2.34375,29,47.450981,50.588234,21.568628,37.64706,18.431372,0,102,2.352941,54,17,529.700012,416,13.339,41.960785,0,8279,0,255,2.27494201103338,0,543.555802806713,5.09541881404084
2406,1181,1018.75,15,16.078432,29.411764,88,0,2.34375,29,58.431374,50.588234,21.568628,37.64706,18.431372,0,102,2.352941,54,17,529.700012,416,13.339,28.627451,0,8279,0,255,2.27494201103338,0,543.555802806713,5.09541881404084
2407,1181,1018.75,15,16.078432,29.411764,88,0,2.34375,29,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,54,17,527.799988,414.100006,13.671,28.627451,0,8279,0,255,2.27494201103338,0,543.555802806713,5.09541881404084
2408,1181,1018.75,15,16.078432,27.058823,88,0,-1.5625,29,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,54,17,527.799988,414.100006,13.671,28.627451,0,8279,0,255,2.27494201103338,-0.555555555555556,0,0
2409,1183,942.75,13,17.647058,27.058823,88,0,-1.5625,30,58.431374,47.843136,16.078432,31.764706,16.078432,0,102,0,55,14,527.799988,414.100006,13.671,28.627451,0,8279,0,255,1.97161640956226,0,465.220079467807,4.71265103040844
2410,1183,942.75,13,17.647058,27.058823,88,0,-1.5625,30,65.490196,47.843136,16.078432,31.764706,16.078432,0,102,0,55,14,525.900024,412.200012,13.671,48.627453,0,8279,0,255,1.97161640956226,0,465.220079467807,4.71265103040844
2411,1183,942.75,13,17.647058,27.058823,88,0,-1.5625,30,65.490196,50.196079,21.568628,37.254902,18.431372,0,102,1.960784,55,14,525.900024,412.200012,13.652,48.627453,0,8279,0,255,1.97161640956226,0.555555555555556,4927.34970909744,49.9137520253307
2412,1183,1058.5,15,17.647058,32.549019,88,0,3.90625,35,65.490196,50.196079,21.568628,37.254902,18.431372,0,102,1.960784,55,17,525.900024,412.200012,13.652,48.627453,0,8279,0,255,2.27494201103338,0,543.555802806713,4.90406983165244
2413,1185,1058.5,15,18.82353,32.549019,88,0,3.90625,35,65.490196,50.196079,21.568628,37.254902,18.431372,0,102,1.960784,55,17,525.900024,412.200012,13.652,48.627453,0,8279,0,255,2.27494201103338,0,543.555802806713,4.90406983165244
2414,1185,1058.5,15,18.82353,32.549019,88,0,3.90625,35,65.490196,51.372547,21.568628,37.254902,18.431372,0,102,2.745098,55,17,525,411.200012,13.593,52.941177,0,8279,0,255,2.27494201103338,0,543.555802806713,4.90406983165244
2415,1185,1058.5,15,18.82353,32.549019,88,0,3.90625,35,65.490196,51.372547,22.352942,38.039215,19.215687,0,102,2.745098,55,17,525,411.200012,13.593,52.941177,0,8279,0,255,2.27494201103338,0.555555555555555,5692.16691391782,51.3558753216015
2416,1185,1203,17,20,35.294117,88,-0.78125,-0.78125,36,65.490196,51.372547,22.352942,38.039215,19.215687,0,102,2.745098,54,19,525,411.200012,13.593,52.941177,0,8279,0,255,2.5782676125045,0,624.790127611669,4.95988837796462
2417,1187,1203,17,20,35.294117,88,-0.78125,-0.78125,36,66.666664,51.372547,22.352942,38.039215,19.215687,0,102,2.745098,54,19,525,411.200012,13.593,82.352943,0,8279,0,255,2.5782676125045,0,624.790127611669,4.95988837796462
2418,1187,1203,17,20,35.294117,88,-0.78125,-0.78125,36,66.666664,53.333332,23.921568,40,20.784313,0,102,3.921569,54,19,523.599976,409.399994,13.632,82.352943,0,8279,0,255,2.5782676125045,0,624.790127611669,4.95988837796462
2419,1187,1203,17,20,41.568626,87,-0.78125,-0.78125,36,66.666664,53.333332,23.921568,40,20.784313,0,102,3.921569,54,19,523.599976,409.399994,13.632,82.352943,0,8279,0,255,2.5782676125045,0.833333333333333,9377.42901650056,74.4425994244225
2420,1189,1500,20,21.568628,41.568626,87,-1.5625,3.125,44,66.666664,53.333332,23.921568,40,20.784313,0,102,3.921569,54,20,523.599976,409.399994,13.632,82.352943,0,8279,0,255,3.03325601471117,0,752.921917995542,4.79360287790495
2421,1189,1500,20,21.568628,41.568626,87,-1.5625,3.125,44,63.137257,53.333332,23.921568,40,20.784313,0,102,3.921569,54,20,522.799988,407.799988,13.632,43.137257,0,8279,0,255,3.03325601471117,0,752.921917995542,4.79360287790495
2422,1189,1500,20,21.568628,41.568626,87,-1.5625,3.125,44,63.137257,49.019608,16.078432,31.764706,17.254902,0,102,0,54,20,522.799988,407.799988,13.671,43.137257,0,8279,0,255,3.03325601471117,0.277777777777778,4185.32932540295,26.6465967050654
2423,1189,1553.75,21,21.568628,28.627451,87,0,0,31,63.137257,49.019608,16.078432,31.764706,17.254902,0,102,0,54,21,522.799988,407.799988,13.671,43.137257,0,8279,0,255,3.18491881544673,0,797.50050240162,4.90177299947577
2424,1190,1553.75,21,20,28.627451,87,0,0,31,63.137257,49.019608,16.078432,31.764706,17.254902,0,102,0,53,21,522.799988,407.799988,13.671,43.137257,0,8279,0,255,3.18491881544673,0,797.50050240162,4.90177299947577
2425,1190,1553.75,21,20,28.627451,87,0,0,31,56.470589,49.019608,16.078432,31.764706,17.254902,0,102,0,53,21,521.900024,406.200012,13.671,41.568626,0,8279,0,255,3.18491881544673,0,797.50050240162,4.90177299947577
2426,1190,1553.75,21,20,28.627451,87,0,0,31,56.470589,49.019608,16.078432,31.764706,17.254902,0,102,0,53,21,521.900024,406.200012,13.671,41.568626,0,8279,0,255,3.18491881544673,0.277777777777778,4401.5282801794,27.0536412393971
2427,1190,1395.25,22,19.215687,20,86,-1.5625,0,23,56.470589,49.019608,16.078432,31.764706,17.254902,0,102,0,54,-13,521.900024,406.200012,13.671,41.568626,0,8279,0,255,3.33658161618229,0,843.093597320816,5.77068185229443
2428,1192,1395.25,22,19.215687,20,86,-1.5625,0,23,54.117645,49.019608,16.078432,31.764706,17.254902,0,102,0,54,-13,521.900024,406.200012,13.671,0,0,8279,0,255,3.33658161618229,0,843.093597320816,5.77068185229443
2429,1192,1395.25,22,19.215687,20,86,-1.5625,0,23,54.117645,51.372547,21.960785,37.64706,19.215687,0,102,1.568627,54,-13,521.299988,405.299988,13.671,0,0,8279,0,255,3.33658161618229,0,843.093597320816,5.77068185229443
2430,1192,1395.25,22,19.215687,18.82353,86,-1.5625,0,23,54.117645,51.372547,21.960785,37.64706,19.215687,0,102,1.568627,54,-13,521.299988,405.299988,13.671,0,0,8279,0,255,3.33658161618229,-0.555555555555555,0,0
2431,1194,1397.5,20,18.431372,18.82353,86,-1.5625,2.34375,20,54.117645,51.372547,21.960785,37.64706,19.215687,0,102,1.568627,54,4,521.299988,405.299988,13.671,0,0,8279,0,255,3.03325601471117,0,752.921917995542,5.14519092440603
2432,1194,1397.5,20,18.431372,18.82353,86,-1.5625,2.34375,20,56.07843,51.372547,21.960785,37.64706,19.215687,0,102,1.568627,54,4,520.299988,403.700012,13.671,77.647057,0,8279,0,255,3.03325601471117,0,752.921917995542,5.14519092440603
2433,1194,1397.5,20,18.431372,18.82353,86,-1.5625,2.34375,20,56.07843,52.549019,23.137255,38.823528,20,0,102,2.745098,54,4,520.299988,403.700012,13.671,77.647057,0,8279,0,255,3.03325601471117,0.277777777777778,4185.32932540295,28.6009982523064
2434,1194,1560.75,21,18.431372,35.294117,86,-0.78125,4.6875,36,56.07843,52.549019,23.137255,38.823528,20,0,102,2.745098,54,4,520.299988,403.700012,13.671,77.647057,0,8279,0,255,3.18491881544673,0,797.50050240162,4.87978843372448
2435,1196,1560.75,21,20.784313,35.294117,86,-0.78125,4.6875,36,56.07843,52.549019,23.137255,38.823528,20,0,102,2.745098,54,23,520.299988,403.700012,13.671,77.647057,0,8279,0,255,3.18491881544673,0,797.50050240162,4.87978843372448
2436,1196,1560.75,21,20.784313,35.294117,86,-0.78125,4.6875,36,56.07843,54.117645,23.137255,38.823528,20,0,102,3.921569,54,23,520,402.399994,13.671,94.901962,0,8279,0,255,3.18491881544673,0,797.50050240162,4.87978843372448
2437,1196,1560.75,21,20.784313,35.294117,86,-0.78125,4.6875,36,56.07843,54.117645,23.921568,40,21.17647,0,102,3.921569,54,23,520,402.399994,13.671,94.901962,0,8280,0,255,3.18491881544673,1.11111111111111,15213.6116135127,93.0898548191874
2438,1196,1787.5,25,21.17647,34.901962,86,-0.78125,3.90625,36,56.07843,54.117645,23.921568,40,21.17647,0,102,3.921569,53,26,520,402.399994,13.671,94.901962,0,8280,0,255,3.79157001838897,0,986.443045401449,5.27022717962732
2439,1198,1787.5,25,21.17647,34.901962,86,-0.78125,3.90625,36,49.411766,54.117645,23.921568,40,21.17647,0,102,3.921569,53,26,520,402.399994,13.671,96.862747,0,8280,0,255,3.79157001838897,0,986.443045401449,5.27022717962732
2440,1198,1787.5,25,21.17647,34.901962,86,-0.78125,3.90625,36,49.411766,53.725491,22.745098,38.823528,20.784313,0,102,3.921569,53,26,520.299988,401.399994,13.671,96.862747,0,8280,0,255,3.79157001838897,0,986.443045401449,5.27022717962732
2441,1198,1787.5,25,21.17647,18.431372,86,-0.78125,3.90625,36,49.411766,53.725491,22.745098,38.823528,20.784313,0,102,3.921569,53,26,520.299988,401.399994,13.671,96.862747,0,8280,0,255,3.79157001838897,0.555555555555555,9567.46156391997,51.1156687750689
2442,1199,1773.25,27,18.039215,18.431372,86,-1.5625,0,20,49.411766,53.725491,22.745098,38.823528,20.784313,0,102,3.921569,53,12,520.299988,401.399994,13.671,96.862747,0,8280,0,255,4.09489561986009,0,1087.96758046875,5.85934887549785
2443,1199,1773.25,27,18.039215,18.431372,86,-1.5625,0,20,52.156864,53.725491,22.745098,38.823528,20.784313,0,102,3.921569,53,12,520.400024,401.399994,13.671,68.627449,0,8280,0,255,4.09489561986009,0,1087.96758046875,5.85934887549785
2444,1199,1773.25,27,18.039215,18.431372,86,-1.5625,0,20,52.156864,55.686275,25.490196,41.568626,22.352942,0,102,4.705883,53,12,520.400024,400.899994,13.671,68.627449,0,8280,0,255,4.09489561986009,0,1087.96758046875,5.85934887549785
2445,1199,1473.25,27,18.039215,47.450981,86,-2.34375,-0.78125,45,52.156864,55.686275,25.490196,41.568626,22.352942,0,102,4.705883,53,12,520.400024,400.899994,13.671,68.627449,0,8280,0,255,4.09489561986009,0.277777777777778,5721.71758046875,37.0897016076542
2446,1201,1473.25,28,20.784313,47.450981,86,-2.34375,-0.78125,45,52.156864,55.686275,25.490196,41.568626,22.352942,0,102,4.705883,53,20,520.400024,400.899994,13.671,68.627449,0,8280,0,255,4.24655842059565,0,1140.66224897977,7.39407736484424
2447,1201,1473.25,28,20.784313,47.450981,86,-2.34375,-0.78125,45,53.725491,55.686275,25.490196,41.568626,22.352942,0,102,2.352941,53,20,521.5,400.5,13.671,65.882355,0,8280,0,255,4.24655842059565,0,1140.66224897977,7.39407736484424
2448,1201,1473.25,28,20.784313,47.450981,86,-2.34375,-0.78125,45,53.725491,52.941177,22.745098,38.431374,20.392157,0,102,2.352941,53,20,521.5,400.5,13.671,65.882355,0,8280,0,255,4.24655842059565,1.38888888888889,25167.5141008316,163.142548557911
2449,1201,1564,33,18.431372,25.09804,87,0.78125,2.34375,25,53.725491,52.941177,22.745098,38.431374,20.392157,0,102,2.352941,53,23,521.5,400.5,13.671,65.882355,0,8280,0,255,5.00487242427344,0,1425.39200228588,8.70364042316506
2450,1203,1564,33,18.431372,25.09804,87,0.78125,2.34375,25,47.058823,52.941177,22.745098,38.431374,20.392157,0,102,2.352941,53,23,521.5,400.5,13.671,38.039215,0,8280,0,255,5.00487242427344,0,1425.39200228588,8.70364042316506
2451,1203,1564,33,18.431372,25.09804,87,0.78125,2.34375,25,47.058823,49.803921,19.215687,35.294117,17.647058,0,102,0,53,23,522.400024,400.100006,13.671,38.039215,0,8280,0,255,5.00487242427344,0,1425.39200228588,8.70364042316506
2452,1203,1564,33,18.431372,25.09804,87,0.78125,2.34375,25,47.058823,49.803921,19.215687,35.294117,17.647058,0,102,0,53,23,522.400024,400.100006,13.671,38.039215,0,8280,0,255,5.00487242427344,-0.277777777777777,0,0
2453,1205,1502.25,32,17.254902,18.431372,87,-1.5625,4.6875,20,47.058823,49.803921,19.215687,35.294117,17.647058,0,102,0,53,2,522.400024,400.100006,13.671,38.039215,0,8280,0,255,4.85320962353788,0,1365.45083010974,8.68034976039142
